"subjectname","activityname","variable","averagevalues"
4,"LAYING","timebodyaccelerometermeany",-0.0150031841055556
4,"SITTING","timebodyaccelerometermeany",-0.007163065158
4,"STANDING","timebodyaccelerometermeany",-0.00948911098553571
4,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.00980200850666667
4,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0319804295729615
5,"LAYING","timebodyaccelerometermeany",-0.0183042123269231
5,"SITTING","timebodyaccelerometermeany",-0.00990083527045455
5,"STANDING","timebodyaccelerometermeany",-0.00700418554517857
5,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.00850107533191489
5,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0325269755153191
6,"LAYING","timebodyaccelerometermeany",-0.0102529170561404
6,"SITTING","timebodyaccelerometermeany",-0.0145911615290909
6,"STANDING","timebodyaccelerometermeany",-0.0181236327175439
6,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.019536840063125
6,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0272425385070588
7,"LAYING","timebodyaccelerometermeany",-0.0204411516884615
7,"SITTING","timebodyaccelerometermeany",-0.01461097580375
7,"STANDING","timebodyaccelerometermeany",-0.0145740341037736
7,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.0166332372978723
7,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0275639005607843
8,"LAYING","timebodyaccelerometermeany",-0.0212281733881481
8,"SITTING","timebodyaccelerometermeany",-0.00672550621304348
8,"STANDING","timebodyaccelerometermeany",-0.0148113067148148
8,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.0211058674973684
8,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0282415136341463
9,"LAYING","timebodyaccelerometermeany",-0.020526821662
9,"SITTING","timebodyaccelerometermeany",-0.02701677698
9,"STANDING","timebodyaccelerometermeany",-0.0200454954022222
9,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.0203994269075476
9,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0195101099975714
10,"LAYING","timebodyaccelerometermeany",-0.024294484137931
10,"SITTING","timebodyaccelerometermeany",-0.015042681852037
10,"STANDING","timebodyaccelerometermeany",-0.0155418603409091
10,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.0200050770710526
10,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0143854920340426
11,"LAYING","timebodyaccelerometermeany",-0.0176598052315789
11,"SITTING","timebodyaccelerometermeany",-0.0149195616754717
11,"STANDING","timebodyaccelerometermeany",-0.0171990886595745
11,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.0178097721219565
11,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0303157822055556
12,"LAYING","timebodyaccelerometermeany",-0.0175203917146667
12,"SITTING","timebodyaccelerometermeany",-0.0157892988523529
12,"STANDING","timebodyaccelerometermeany",-0.0169002543196721
12,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.018084266865793
12,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0263574903403846
13,"LAYING","timebodyaccelerometermeany",-0.020440454366129
13,"SITTING","timebodyaccelerometermeany",-0.00587732936326531
13,"STANDING","timebodyaccelerometermeany",-0.0167891993964912
13,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.0143723839108511
13,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0277392253910909
14,"LAYING","timebodyaccelerometermeany",-0.0113424652490196
14,"SITTING","timebodyaccelerometermeany",-0.00870565463888889
14,"STANDING","timebodyaccelerometermeany",-0.01520781344
14,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.0200141413657778
14,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0204388180024074
15,"LAYING","timebodyaccelerometermeany",-0.0166296542054167
15,"SITTING","timebodyaccelerometermeany",-0.0117188472271186
15,"STANDING","timebodyaccelerometermeany",-0.0183516360396226
15,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.00563047804309524
15,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0287523860708333
16,"LAYING","timebodyaccelerometermeany",-0.0166103510562857
16,"SITTING","timebodyaccelerometermeany",-0.0102497939956522
16,"STANDING","timebodyaccelerometermeany",-0.0165999672935897
16,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.0183898583787234
16,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0143654945011765
17,"LAYING","timebodyaccelerometermeany",-0.0168462006729577
17,"SITTING","timebodyaccelerometermeany",-0.014156274084375
17,"STANDING","timebodyaccelerometermeany",-0.0174120064169231
17,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.0167359404347826
17,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0228645614308333
18,"LAYING","timebodyaccelerometermeany",-0.0173937684615385
18,"SITTING","timebodyaccelerometermeany",-0.0128691279736842
18,"STANDING","timebodyaccelerometermeany",-0.0166353518150685
18,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.0168666920221818
18,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0222060684378914
19,"LAYING","timebodyaccelerometermeany",-0.0171426864421687
19,"SITTING","timebodyaccelerometermeany",-0.016739260030137
19,"STANDING","timebodyaccelerometermeany",-0.0154244056945205
19,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.0145942275069487
19,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0303986615775
20,"LAYING","timebodyaccelerometermeany",-0.0144406281132353
20,"SITTING","timebodyaccelerometermeany",-0.0147229305131818
20,"STANDING","timebodyaccelerometermeany",-0.0180695049161644
20,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.00964120773155556
20,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0282258047588235
21,"LAYING","timebodyaccelerometermeany",-0.0184233048415556
21,"SITTING","timebodyaccelerometermeany",-0.0144009705494118
21,"STANDING","timebodyaccelerometermeany",-0.0167084730205618
21,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.0173195390157778
21,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0237218695148936
22,"LAYING","timebodyaccelerometermeany",-0.0142629864502778
22,"SITTING","timebodyaccelerometermeany",-0.0123468446419355
22,"STANDING","timebodyaccelerometermeany",-0.0158563207496825
22,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.0197999371686389
22,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0268622561133333
23,"LAYING","timebodyaccelerometermeany",-0.0216553835833333
23,"SITTING","timebodyaccelerometermeany",-0.0133945015676471
23,"STANDING","timebodyaccelerometermeany",-0.0177475547867647
23,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.0162111457238889
23,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0323844029237255
24,"LAYING","timebodyaccelerometermeany",-0.0173555210111111
24,"SITTING","timebodyaccelerometermeany",-0.0131255097938235
24,"STANDING","timebodyaccelerometermeany",-0.0144785340348986
24,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.0145730348310909
24,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0251979434569492
25,"LAYING","timebodyaccelerometermeany",-0.0188943663671233
25,"SITTING","timebodyaccelerometermeany",-0.0147696808030769
25,"STANDING","timebodyaccelerometermeany",-0.0163569730274324
25,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.0210170522987931
25,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0269863524264615
26,"LAYING","timebodyaccelerometermeany",-0.0191895728026316
26,"SITTING","timebodyaccelerometermeany",-0.00713364541358974
26,"STANDING","timebodyaccelerometermeany",-0.0166608306652703
26,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.01262580966778
26,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0281633797398182
27,"LAYING","timebodyaccelerometermeany",-0.0179867611216216
27,"SITTING","timebodyaccelerometermeany",-0.0155269799285714
27,"STANDING","timebodyaccelerometermeany",-0.016593236445
27,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.0135564467159091
27,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0200953324078431
28,"LAYING","timebodyaccelerometermeany",-0.0167537858225
28,"SITTING","timebodyaccelerometermeany",-0.0185404441258333
28,"STANDING","timebodyaccelerometermeany",-0.0172635124672152
28,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.0220230465913043
28,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0279443943478431
29,"LAYING","timebodyaccelerometermeany",-0.0171965484202899
29,"SITTING","timebodyaccelerometermeany",-0.016630680375
29,"STANDING","timebodyaccelerometermeany",-0.0172605869061538
29,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.01494121505625
29,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0299465312326531
30,"LAYING","timebodyaccelerometermeany",-0.0194494098614286
30,"SITTING","timebodyaccelerometermeany",-0.00804731295322581
30,"STANDING","timebodyaccelerometermeany",-0.0170163887813559
30,"WALKING_DOWNSTAIRS","timebodyaccelerometermeany",-0.0174383900204839
30,"WALKING_UPSTAIRS","timebodyaccelerometermeany",-0.0253311698786154
1,"LAYING","timebodyaccelerometermeanz",-0.11320355358
1,"SITTING","timebodyaccelerometermeanz",-0.104544182255319
1,"STANDING","timebodyaccelerometermeanz",-0.110601817735849
1,"WALKING_DOWNSTAIRS","timebodyaccelerometermeanz",-0.107566190908163
1,"WALKING_UPSTAIRS","timebodyaccelerometermeanz",-0.0973020020943396
2,"LAYING","timebodyaccelerometermeanz",-0.107245610416667
2,"SITTING","timebodyaccelerometermeanz",-0.109218272456522
2,"STANDING","timebodyaccelerometermeanz",-0.105908536055556
2,"WALKING_DOWNSTAIRS","timebodyaccelerometermeanz",-0.116812942382979
2,"WALKING_UPSTAIRS","timebodyaccelerometermeanz",-0.152513899520833
3,"LAYING","timebodyaccelerometermeanz",-0.101300477506452
3,"SITTING","timebodyaccelerometermeanz",-0.0983579203269231
3,"STANDING","timebodyaccelerometermeanz",-0.101621722633148
3,"WALKING_DOWNSTAIRS","timebodyaccelerometermeanz",-0.116139842908163
3,"WALKING_UPSTAIRS","timebodyaccelerometermeanz",-0.110064863437288
4,"LAYING","timebodyaccelerometermeanz",-0.110688150314815
4,"SITTING","timebodyaccelerometermeanz",-0.10587459588
4,"STANDING","timebodyaccelerometermeanz",-0.0961574905535714
4,"WALKING_DOWNSTAIRS","timebodyaccelerometermeanz",-0.1067775246
4,"WALKING_UPSTAIRS","timebodyaccelerometermeanz",-0.114219455519231
5,"LAYING","timebodyaccelerometermeanz",-0.107937603673077
5,"SITTING","timebodyaccelerometermeanz",-0.108540300265909
5,"STANDING","timebodyaccelerometermeanz",-0.102171095696429
5,"WALKING_DOWNSTAIRS","timebodyaccelerometermeanz",-0.100319930659574
5,"WALKING_UPSTAIRS","timebodyaccelerometermeanz",-0.107471453914894
6,"LAYING","timebodyaccelerometermeanz",-0.133119570368421
6,"SITTING","timebodyaccelerometermeanz",-0.110127728709091
6,"STANDING","timebodyaccelerometermeanz",-0.112172831947368
6,"WALKING_DOWNSTAIRS","timebodyaccelerometermeanz",-0.107209356208333
6,"WALKING_UPSTAIRS","timebodyaccelerometermeanz",-0.122082438784314
7,"LAYING","timebodyaccelerometermeanz",-0.101361036576923
7,"SITTING","timebodyaccelerometermeanz",-0.122464597625
7,"STANDING","timebodyaccelerometermeanz",-0.0997778303207547
7,"WALKING_DOWNSTAIRS","timebodyaccelerometermeanz",-0.096938308587234
7,"WALKING_UPSTAIRS","timebodyaccelerometermeanz",-0.143769688803922
8,"LAYING","timebodyaccelerometermeanz",-0.102245365611111
8,"SITTING","timebodyaccelerometermeanz",-0.104461049130435
8,"STANDING","timebodyaccelerometermeanz",-0.106114996837037
8,"WALKING_DOWNSTAIRS","timebodyaccelerometermeanz",-0.107598135394737
8,"WALKING_UPSTAIRS","timebodyaccelerometermeanz",-0.11512211995122
9,"LAYING","timebodyaccelerometermeanz",-0.10754972144
9,"SITTING","timebodyaccelerometermeanz",-0.07537846886
9,"STANDING","timebodyaccelerometermeanz",-0.0952747481333333
9,"WALKING_DOWNSTAIRS","timebodyaccelerometermeanz",-0.0910278793952381
9,"WALKING_UPSTAIRS","timebodyaccelerometermeanz",-0.125219003959184
10,"LAYING","timebodyaccelerometermeanz",-0.117168642362069
10,"SITTING","timebodyaccelerometermeanz",-0.104253238796296
10,"STANDING","timebodyaccelerometermeanz",-0.107964083931818
10,"WALKING_DOWNSTAIRS","timebodyaccelerometermeanz",-0.110848597247368
10,"WALKING_UPSTAIRS","timebodyaccelerometermeanz",-0.118180420834043
11,"LAYING","timebodyaccelerometermeanz",-0.108786578070175
11,"SITTING","timebodyaccelerometermeanz",-0.112840218339623
11,"STANDING","timebodyaccelerometermeanz",-0.108686630425532
11,"WALKING_DOWNSTAIRS","timebodyaccelerometermeanz",-0.111070149978261
11,"WALKING_UPSTAIRS","timebodyaccelerometermeanz",-0.106797216481481
12,"LAYING","timebodyaccelerometermeanz",-0.108160125666667
12,"SITTING","timebodyaccelerometermeanz",-0.106307228960784
12,"STANDING","timebodyaccelerometermeanz",-0.105526999754098
12,"WALKING_DOWNSTAIRS","timebodyaccelerometermeanz",-0.10955593226087
12,"WALKING_UPSTAIRS","timebodyaccelerometermeanz",-0.107339730115385
13,"LAYING","timebodyaccelerometermeanz",-0.104331864532258
13,"SITTING","timebodyaccelerometermeanz",-0.0972465110836735
13,"STANDING","timebodyaccelerometermeanz",-0.112124137754386
13,"WALKING_DOWNSTAIRS","timebodyaccelerometermeanz",-0.101993941531915
13,"WALKING_UPSTAIRS","timebodyaccelerometermeanz",-0.125767265890909
14,"LAYING","timebodyaccelerometermeanz",-0.0868333315509804
14,"SITTING","timebodyaccelerometermeanz",-0.100401490425926
14,"STANDING","timebodyaccelerometermeanz",-0.103817701790667
14,"WALKING_DOWNSTAIRS","timebodyaccelerometermeanz",-0.0928330165533333
14,"WALKING_UPSTAIRS","timebodyaccelerometermeanz",-0.112279688983333
15,"LAYING","timebodyaccelerometermeanz",-0.118530240291667
15,"SITTING","timebodyaccelerometermeanz",-0.11366125320339
15,"STANDING","timebodyaccelerometermeanz",-0.105910832679245
15,"WALKING_DOWNSTAIRS","timebodyaccelerometermeanz",-0.110526066428571
15,"WALKING_UPSTAIRS","timebodyaccelerometermeanz",-0.116952464895833
16,"LAYING","timebodyaccelerometermeanz",-0.107310493242857
16,"SITTING","timebodyaccelerometermeanz",-0.0891404038405797
16,"STANDING","timebodyaccelerometermeanz",-0.103657729076923
16,"WALKING_DOWNSTAIRS","timebodyaccelerometermeanz",-0.119873705148936
16,"WALKING_UPSTAIRS","timebodyaccelerometermeanz",-0.124074517745098
17,"LAYING","timebodyaccelerometermeanz",-0.107006279704225
17,"SITTING","timebodyaccelerometermeanz",-0.11362408509375
17,"STANDING","timebodyaccelerometermeanz",-0.111432145565
17,"WALKING_DOWNSTAIRS","timebodyaccelerometermeanz",-0.0892432745173913
17,"WALKING_UPSTAIRS","timebodyaccelerometermeanz",-0.121290442104167
18,"LAYING","timebodyaccelerometermeanz",-0.107698927907692
18,"SITTING","timebodyaccelerometermeanz",-0.111904775824561
18,"STANDING","timebodyaccelerometermeanz",-0.108453355945205
18,"WALKING_DOWNSTAIRS","timebodyaccelerometermeanz",-0.1033908092
18,"WALKING_UPSTAIRS","timebodyaccelerometermeanz",-0.112655891327586
19,"LAYING","timebodyaccelerometermeanz",-0.10898146186747
19,"SITTING","timebodyaccelerometermeanz",-0.10870765430137
19,"STANDING","timebodyaccelerometermeanz",-0.10904190460274
19,"WALKING_DOWNSTAIRS","timebodyaccelerometermeanz",-0.133695240660974
19,"WALKING_UPSTAIRS","timebodyaccelerometermeanz",-0.151054607725
20,"LAYING","timebodyaccelerometermeanz",-0.104274322538235
20,"SITTING","timebodyaccelerometermeanz",-0.108369634515152
20,"STANDING","timebodyaccelerometermeanz",-0.100402759931507
20,"WALKING_DOWNSTAIRS","timebodyaccelerometermeanz",-0.104602925937778
20,"WALKING_UPSTAIRS","timebodyaccelerometermeanz",-0.121023947784314
21,"LAYING","timebodyaccelerometermeanz",-0.103253832233333
21,"SITTING","timebodyaccelerometermeanz",-0.112057887741176
21,"STANDING","timebodyaccelerometermeanz",-0.110417855808989
21,"WALKING_DOWNSTAIRS","timebodyaccelerometermeanz",-0.09816866218
